Gene.symbol	Gene.ID	adj.P.Val	P.Value	logFC
		0.622218955135316	0.3257307855849	-0.445368838111112
MYB///MYB	4602///4602	0.622246050803006	0.325764222197261	-0.34856917388889
HECTD1	25831	0.622282468249156	0.325802541001585	-0.188656761222227
MGC24103	158295	0.622383576503422	0.325874733614907	0.170722339944445
PLCD3	113026	0.622553312784928	0.325998442215725	0.209365737611111
GID8	54994	0.622553312784928	0.326002129231302	0.207925574166666
APBA1	320	0.622978657706027	0.326244137258507	0.276561649333334
		0.622989371707518	0.326286301815464	-0.460579335722223
		0.622989371707518	0.326288298142534	-0.250874614444448
RASSF7	8045	0.623009643289353	0.326332977348313	-0.228488190222222
ZFAND2A	90637	0.623009643289353	0.326338398169449	-0.245946069166665
		0.623009643289353	0.326356742382106	0.240177288666667
ELAVL3	1995	0.623050361391897	0.326397349063692	0.201480395055555
FKBP10	60681	0.623081211565636	0.326448718303952	-0.233426476222222
UBE3D	90025	0.623081211565636	0.326452066354769	-0.2649355055
SLURP1	57152	0.623385845257567	0.326643820836029	0.197391525888889
		0.623385845257567	0.326650248299315	0.173930402
		0.62343256698186	0.326711704611164	0.297126004777777
IDH1	3417	0.62343256698186	0.326713307742296	0.373255301666667
ITPKC	80271	0.623449188397473	0.326741307579122	0.21241417211111
		0.623515078655452	0.326795131104339	0.459935018388888
FAM19A5	25817	0.62354776134937	0.326831553015677	-0.224629224666668
		0.623598499436628	0.326877441213309	0.211235046888889
		0.623806743922651	0.327005899021734	-0.292825465166668
YME1L1	10730	0.623812329523523	0.327028127577939	0.186692572333332
		0.623818867891327	0.32705085598894	-0.207175630111112
BRINP2	57795	0.624087171144478	0.327223965259701	0.261993531833335
SCN2A	6326	0.624087171144478	0.327230137971767	0.385740554277779
SMUG1	23583	0.624108672429684	0.327260721522796	-0.267475168055554
MED23	9439	0.624177488367053	0.327316346377028	0.17098782161111
		0.624177488367053	0.327335429838852	0.3597909925
		0.624214075319956	0.327373929975823	0.374790770833334
MORN3	283385	0.624226379874066	0.327399696532445	-0.234148408833333
EIF4E3	317649	0.624237302629766	0.32742473907003	-0.58780536188889
		0.624298815839635	0.327483885111834	0.317050337944445
		0.624298815839635	0.327495635115282	-0.354945319055557
FXYD1	5348	0.624324276265855	0.327528307551247	-0.299079270722224
TBC1D3I///TBC1D3E///LOC101060389///TBC1D3L///TBC1D3K///TBC1D3G///TBC1D3H///TBC1D3///TBC1D3P2///TBC1D3C///TBC1D3B///TBC1D3F	102724862///102723859///101060389///101060376///101060351///101060321///729877///729873///440452///414060///414059///84218	0.624395942280613	0.327609765081195	0.374990056444444
		0.624395942280613	0.327631305964939	-0.655281814833334
SELT	51714	0.624395942280613	0.327631620290034	0.276054982666667
		0.624395942280613	0.327643178771671	-0.49566472533333
MANF	7873	0.624558479343465	0.327747791471319	-0.284421256055555
DDI1	414301	0.624700766734623	0.32784178723903	-0.202569079722223
CIR1	9541	0.624818229841186	0.327938056291581	-0.354395497277777
		0.624818229841186	0.327966352584116	0.337271846666669
		0.624818229841186	0.327975826560119	0.333656012111111
		0.624818229841186	0.327980758252701	0.350817156055557
SEPT4	5414	0.624820781448788	0.328001429375378	-0.243364437611111
		0.625050252845262	0.328141229859175	0.37575988455556
		0.625307423165356	0.328295586884469	-0.241940513888887
HRC	3270	0.625402556739103	0.32838498476807	-0.217128732833333
XIRP2	129446	0.625402556739103	0.328398714857493	-0.289761239222222
		0.625402556739103	0.328415527183395	0.164420371555557
ASAH2B///ASAH2	653308///56624	0.625402556739103	0.328422932320559	0.422943750166667
		0.625622584502481	0.328567061645088	0.59808146361111
EMC10	284361	0.625622584502481	0.328577190431286	-0.243777003444445
		0.62566152892805	0.328617001797054	0.887621752777778
		0.625672084613733	0.328658886109367	-0.541848998555555
		0.625672084613733	0.328661961954232	-0.263219983722221
LRCH3	84859	0.625672084613733	0.328680620174393	-0.189265345999998
EPC2	26122	0.625798786461846	0.328766906727888	0.333341291000002
HTATIP2	10553	0.625798786461846	0.328785903682083	-0.358287633611109
ZFP41	286128	0.62592699542233	0.328908574094245	-0.193793611888889
LEMD3	23592	0.62592699542233	0.328914576048684	-0.211219175166668
ADRB1	153	0.62592699542233	0.328932943637227	0.311425045722221
ARL15	54622	0.62592699542233	0.328959668002646	-0.371740635166669
LAP3	51056	0.62592699542233	0.328969146337341	0.289024560388887
		0.62592699542233	0.328992084957391	0.430904981833333
MT1P3	140851	0.62592699542233	0.329006913500038	-0.306406833833335
		0.62592699542233	0.329008794789152	0.341328696499999
CARD17///CARD17	440068///440068	0.62592699542233	0.329032730885042	0.361401095111111
TUBA1B	10376	0.62592699542233	0.329046922410222	0.221949182499998
		0.626047148728796	0.329137372993916	0.281397132277775
		0.626047148728796	0.329148825789685	-0.123723042166666
		0.626151790552944	0.329230528452334	0.325317874833332
		0.626151790552944	0.329256870092096	-0.318655933888888
		0.626151790552944	0.32926196071402	-0.192862525611111
SPATC1L	84221	0.626172520675884	0.329292235200891	-0.317793553333331
FBLN5	10516	0.626180838708474	0.329327578057036	-0.326255705388887
		0.626180838708474	0.329350510664361	-0.205451076611111
LOC102725104///ANKRD20A12P///ANKRD20A8P///ANKRD20A5P	102725104///100874392///729171///440482	0.626180838708474	0.329354730919342	0.726726611388889
		0.626351189931749	0.329463710282159	0.136785439666667
TIMM17B	10245	0.626360445508193	0.329487958124139	0.293089058055559
		0.626392403182582	0.329524149355325	0.295009652499999
PPP2R3B	28227	0.626413303560353	0.329556258270735	0.453703098277779
RPL36A-HNRNPH2///RPL36A	100529097///6173	0.626413303560353	0.329573906347075	-0.301579379444446
OR2A42///OR2A1///OR2A14	402317///346528///135941	0.626582366550925	0.329682241439467	-0.521090486444443
		0.62676238593568	0.329807812457907	-0.234143535222221
NRG3	10718	0.62676238593568	0.329815743943382	0.198121946833334
KCNQ4	9132	0.626788206127172	0.329858271913232	0.211715262444444
		0.626788206127172	0.32986811627806	0.251814220555555
CCDC177	56936	0.626825544205951	0.329907160437098	-0.223425482722222
		0.626955750207234	0.329995087482611	0.169990015222223
SCGB1D1	10648	0.626960317391923	0.330030339159946	-0.287724190666666
		0.626960317391923	0.330036287246873	0.166803649888889
MTUS2-AS1	100874107	0.627259103912085	0.33022068320273	0.192319282888888
		0.627259103912085	0.33023238489428	0.251200569166665
STARD8	9754	0.627267604820621	0.33026515785661	0.372167511
USP22	23326	0.627267604820621	0.3302756752216	-0.206248039722222
		0.627382347024134	0.330355501500688	-0.201112599166668
		0.627395408502011	0.330390047096796	-0.472692860444445
ZIC5	85416	0.627395408502011	0.330409828355749	0.228502603777777
RBM17	84991	0.627395408502011	0.330420613332546	-0.401688097388889
ANXA9	8416	0.627445854596852	0.330466593942088	0.263137101777779
SPATA41	388182	0.627512231124833	0.33053002653735	0.301148911055556
ARV1///ARV1	64801///64801	0.627512231124833	0.330553057802451	0.519743799166665
STC1	6781	0.627512231124833	0.330559798494211	0.216130909166666
SOD2	6648	0.62772116509306	0.330689281830375	-0.496582388111108
		0.627806781700959	0.330754539419516	0.133859019000001
		0.627806781700959	0.330773233674256	-0.179738206333333
USP32P1	162632	0.627853575015429	0.330817313279687	-0.874922079999999
ZNF700	90592	0.628021614382361	0.330939930232712	0.353692294666664
MPV17	4358	0.628021614382361	0.330944715081847	0.395525471444445
TLX3	30012	0.6280259717532	0.330967514195931	0.257494446222222
ATRAID	51374	0.6280259717532	0.330989076414621	0.407412883777781
		0.6280259717532	0.331005303945291	-0.244634829444445
		0.62814484991492	0.331087394051873	-0.407967211444443
		0.628226329714102	0.331164405653524	0.322461800111112
LINC00115	79854	0.628226329714102	0.331169215236808	-0.257414469888888
		0.628367036030394	0.331262829953339	-0.138660945055556
FHOD1	29109	0.628577164251785	0.331393053397185	-0.197220214277778
		0.628787206187783	0.331523244350299	-0.337613553611112
		0.628826627965966	0.331565721469031	-0.278940452888889
FAM89B	23625	0.628826627965966	0.331584453918998	0.300201917888889
RPS14P3	644068	0.628826627965966	0.331610197900427	-0.313532424166667
		0.628826627965966	0.33163745100356	0.351864227277778
		0.628826627965966	0.331641307518575	-0.358918526111113
TOMM6///PRICKLE4	100188893///29964	0.628860800349037	0.331684186641945	-0.313489469666669
DHTKD1	55526	0.628860800349037	0.331698243382024	0.198335151111109
KIFC2	90990	0.628872396833378	0.33172381713475	0.236797764277778
SCN8A	6334	0.628876879512494	0.331745638924787	-0.23011015
TBX19	9095	0.628896423668208	0.331775406700493	-0.276667050444446
CNKSR2	22866	0.628912407951374	0.331803297558455	0.374987515277781
		0.629004857711128	0.331871533632866	-0.463551454499999
GRIA1	2890	0.629017420340595	0.331897623417856	0.25472860961111
		0.629086008923855	0.331953277503677	0.802586321000001
GABRA3	2556	0.629165419762426	0.332014646807584	0.191841571777777
LINC01296	642477	0.629434232260116	0.332192102569257	0.468379310777778
		0.629434232260116	0.33219544982807	0.476342182666666
MAD2L1	4085	0.629442222370079	0.332219141468741	0.4003273975
LHX3	8022	0.629448640937412	0.332249837272656	0.196810800444445
C14orf105	55195	0.629448640937412	0.332266637712436	-0.160169918722222
RNA28S5///RNA18S5///RNA5-8S5	100008589///100008588///100008587	0.629448640937412	0.332280953920798	-0.0940324599999975
		0.629511297859483	0.332333506864774	-0.383345074999999
ZNF415	55786	0.629722424987448	0.332464449119328	-0.463628098499998
RFESD	317671	0.629859792072738	0.332556460249413	0.492665047888889
PRR19	284338	0.629998049584715	0.332652818446858	0.221823981555555
CDX4	1046	0.629998049584715	0.332683036052009	-0.215567639388889
		0.629998049584715	0.332687933860707	-0.194597364222223
		0.630029739312088	0.332724161390985	-0.341793699555556
TSPY10///TSPY4///TSPY3///TSPY2///TSPY1	100289087///728395///728137///64591///7258	0.630039454907674	0.332784003150321	0.287314026277778
		0.630039454907674	0.332787108252259	-0.222530624000001
		0.630039454907674	0.332788630596188	0.289006363166667
UGT1A3///UGT1A1///UGT1A4///UGT1A9///UGT1A5///UGT1A6///UGT1A7///UGT1A8///UGT1A10	54659///54658///54657///54600///54579///54578///54577///54576///54575	0.630039454907674	0.3328649078091	0.144366218222223
MIR103A2	406896	0.630039454907674	0.332868947284149	-0.396145229722223
SEMA4D	10507	0.630039454907674	0.332883087279074	0.200950116777777
		0.630039454907674	0.332884453055205	-0.149114115388889
CBWD6///CBWD3///CBWD5///CBWD2///CBWD1///CBWD6///CBWD3///CBWD5///CBWD1	644019///445571///220869///150472///55871///644019///445571///220869///55871	0.630039454907674	0.332885237816229	0.543248418666667
PCSK9	255738	0.630237358930851	0.333028146648329	0.192773490222221
NBPF25P///NBPF19///NBPF20///NBPF10///NBPF8///NBPF9///NBPF15///NBPF11///NBPF12///NBPF3///NBPF1///NBPF14	101929780///101060226///100288142///100132406///728841///400818///284565///200030///149013///84224///55672///25832	0.630237358930851	0.333028800259275	-0.487614479388892
		0.630292820974857	0.333077608435709	-0.6237122725
MYH7B	57644	0.630390156740272	0.333148549465691	0.159101997777777
		0.630397548601021	0.333171960186957	-0.113602470166667
		0.630410849177267	0.333198494368839	-0.700707105777778
KCTD6	200845	0.630449110815966	0.333238223111288	-0.341513894944443
SLC35A2	7355	0.630591946395885	0.333333232392986	0.254595349222224
		0.630756101992408	0.333439521012416	0.41630758538889
		0.630811270074066	0.333488201842628	-0.512263022111111
ERMN	57471	0.630852567629484	0.333557099191295	0.400523332111112
		0.630852567629484	0.333564542287893	-0.125837740722222
NEUROG2	63973	0.630852567629484	0.333568589486337	-0.253162713722223
MUC12	10071	0.630876572367539	0.333622843670907	0.163018903777779
CD300LF	146722	0.630876572367539	0.333636115005981	0.314114856944444
E4F1	1877	0.630876572367539	0.333639839469025	0.164407898388887
LOC440792	440792	0.630888657712623	0.333665750284322	0.305818428333334
SMYD5	10322	0.630937277270574	0.333710985270891	0.229287904222221
		0.630951373894264	0.33373796256602	-0.231838469222223
CBSL///CBS	102724560///875	0.630988556352543	0.333777152562094	0.204375111888887
OXLD1	339229	0.631060526954632	0.333847128002323	-0.271967752
MBTPS1	8720	0.631060526954632	0.333856115076755	0.195197429944443
MFSD6L	162387	0.631060526954632	0.333873797559612	-0.312513323722223
NUDT6	11162	0.631100239514382	0.333933235346032	-0.316958908666666
VN1R10P	387316	0.631100239514382	0.333933860220134	0.219821619388888
		0.631170121957591	0.334058537848737	-0.204467615666666
ICOSLG	23308	0.631170121957591	0.334065965047438	0.249550125833333
		0.631170121957591	0.334072664413641	0.235138567944444
ZER1	10444	0.631170121957591	0.334094589441701	-0.213869877000003
		0.631170121957591	0.33409516556752	-0.410641961388889
ADGRB3	577	0.631170121957591	0.334098963177366	-0.164984649333335
		0.631170121957591	0.334119322727996	-0.534620407722226
USP29	57663	0.631170121957591	0.33412706248861	-0.198247214388889
ISCA1	81689	0.631247451714637	0.334246638342473	0.585310647777777
		0.631247451714637	0.334248622775644	-0.466025694666667
CREM	1390	0.631247451714637	0.334260665728465	0.236633637166666
		0.631247451714637	0.334283325864057	0.139369007555556
		0.631247451714637	0.334304068932178	-0.310486554055555
SLFN12	55106	0.631247451714637	0.334319925689274	-0.478396164611111
NATD1	256302	0.631247451714637	0.334325018090688	0.287641259277776
		0.631247451714637	0.33433972729357	0.194999852555555
CUTC	51076	0.631247451714637	0.334343774199526	-0.330561793333334
HTR1A	3350	0.63133903374118	0.334420340807084	0.267232081444444
S100A4	6275	0.63133903374118	0.33443134793734	0.435592182277777
		0.631440402650022	0.334513772369254	-0.110547357888888
XRN1	54464	0.631440402650022	0.334524117897847	-0.176335959166666
WISP1	8840	0.63148407876352	0.334567245438699	0.225816633277778
		0.63148407876352	0.334586332379112	0.171886377944445
GGT2///GGT8P///GGTLC2///GGT3P///GGT1	728441///645367///91227///2679///2678	0.631509145854878	0.334637290618468	-0.44065272838889
		0.631509145854878	0.334639623004551	-0.540875012833333
		0.631509145854878	0.334663242981732	0.428525843499999
		0.631509145854878	0.334692891314202	0.342539365833333
		0.631509145854878	0.334697307276819	0.516408672444444
		0.631551837949215	0.33473947389957	-0.175908857722223
ELF2	1998	0.631652622672036	0.334812435618246	-0.324464908500001
BAG6	7917	0.631712289296385	0.334863607330063	1.01909497411111
BDKRB2	624	0.631721363231667	0.334893071883428	-0.29532069761111
		0.631721363231667	0.334915333761121	-0.202027448611111
LOC102725104///LOC101059935///ANKRD20A8P	102725104///101059935///729171	0.631721363231667	0.334927053010051	-0.302142543777777
F11	2160	0.631849879946116	0.335046423970329	0.220685683166667
BAGE2	85319	0.631849879946116	0.335047842007371	-0.358652233777778
HPS5	11234	0.631849879946116	0.335053837826691	-0.294196318944445
LMLN	89782	0.63187319158314	0.335085749318865	0.521575943722223
		0.632025440269835	0.335186042253186	0.133981916833333
TMA7	51372	0.632036611104045	0.335211521535396	1.1921701105
		0.632164257959403	0.335298780180008	0.303507637055555
		0.632182922209982	0.335328239174776	-0.201995216555556
ACTR3BP2///ACTR3BP5	440888///399746	0.632220900215896	0.335367944500527	-0.217005786833333
C1orf131	128061	0.632228048892831	0.335405597192461	-0.214327627333332
		0.632228048892831	0.335412292815618	0.501923254944445
		0.632228048892831	0.335447327631717	0.2845741555
CCDC22	28952	0.632228048892831	0.335449980212962	0.1935551035
IL2	3558	0.632281233966288	0.335497761904701	-0.106927113777778
MAF	4094	0.632309387792225	0.335532264163375	0.37020074311111
ZNF569	148266	0.632396989974648	0.335598316018847	-0.268298345222222
XPO1	7514	0.632417486129546	0.335633873938983	0.301698695777775
